Dataset                      Metric                   metric valor    d     l
../datasets_2/kemerer.arff   MAE                       48.0751        3  0.2
../datasets_2/kemerer.arff   Median Absolute Error     32.8017        3  0.2
../datasets_2/kemerer.arff   RMSE                      54.3956        3  0.2
../datasets_2/kemerer.arff   R2 Score                   0.544906      3  0.2
../datasets_2/kemerer.arff   MAE                       43.0207        3  0.25
../datasets_2/kemerer.arff   Median Absolute Error     32.1858        3  0.25
../datasets_2/kemerer.arff   RMSE                      49.5388        3  0.25
../datasets_2/kemerer.arff   R2 Score                   0.622544      3  0.25
../datasets_2/kemerer.arff   MAE                       53.3983        4  0.05
../datasets_2/kemerer.arff   Median Absolute Error     20.7746        4  0.05
../datasets_2/kemerer.arff   RMSE                      73.7883        4  0.05
../datasets_2/kemerer.arff   R2 Score                   0.162568      4  0.05
../datasets_2/kemerer.arff   MAE                       51.9147        4  0.1
../datasets_2/kemerer.arff   Median Absolute Error     18.4728        4  0.1
../datasets_2/kemerer.arff   RMSE                      74.463         4  0.1
../datasets_2/kemerer.arff   R2 Score                   0.147183      4  0.1
../datasets_2/kemerer.arff   MAE                       52.1807        4  0.15
../datasets_2/kemerer.arff   Median Absolute Error     17.3761        4  0.15
../datasets_2/kemerer.arff   RMSE                      74.9396        4  0.15
../datasets_2/kemerer.arff   R2 Score                   0.136232      4  0.15
../datasets_2/kemerer.arff   MAE                       56.4068        4  0.2
../datasets_2/kemerer.arff   Median Absolute Error     24.5951        4  0.2
../datasets_2/kemerer.arff   RMSE                      73.9331        4  0.2
../datasets_2/kemerer.arff   R2 Score                   0.159278      4  0.2
../datasets_2/kemerer.arff   MAE                       55.1285        4  0.25
../datasets_2/kemerer.arff   Median Absolute Error     18.8268        4  0.25
../datasets_2/kemerer.arff   RMSE                      81.5573        4  0.25
../datasets_2/kemerer.arff   R2 Score                  -0.0230579     4  0.25
../datasets_2/kemerer.arff   MAE                       54.2834        5  0.05
../datasets_2/kemerer.arff   Median Absolute Error     14.7936        5  0.05
../datasets_2/kemerer.arff   RMSE                      79.352         5  0.05
../datasets_2/kemerer.arff   R2 Score                   0.0315212     5  0.05
../datasets_2/kemerer.arff   MAE                       55.086         5  0.1
../datasets_2/kemerer.arff   Median Absolute Error     18.4305        5  0.1
../datasets_2/kemerer.arff   RMSE                      80.3286        5  0.1
../datasets_2/kemerer.arff   R2 Score                   0.00753708    5  0.1
../datasets_2/kemerer.arff   MAE                       60.089         5  0.15
../datasets_2/kemerer.arff   Median Absolute Error     23.9792        5  0.15
../datasets_2/kemerer.arff   RMSE                      85.6281        5  0.15
../datasets_2/kemerer.arff   R2 Score                  -0.127735      5  0.15
../datasets_2/kemerer.arff   MAE                       55.2001        5  0.2
../datasets_2/kemerer.arff   Median Absolute Error     12.4792        5  0.2
../datasets_2/kemerer.arff   RMSE                      87.3889        5  0.2
../datasets_2/kemerer.arff   R2 Score                  -0.174591      5  0.2
../datasets_2/kemerer.arff   MAE                       62.6829        5  0.25
../datasets_2/kemerer.arff   Median Absolute Error     25.1702        5  0.25
../datasets_2/kemerer.arff   RMSE                      88.3818        5  0.25
../datasets_2/kemerer.arff   R2 Score                  -0.201433      5  0.25
../datasets_2/cocomo81.arff  MAE                      589.167         1  0.05
../datasets_2/cocomo81.arff  Median Absolute Error    238.883         1  0.05
../datasets_2/cocomo81.arff  RMSE                    1235.1           1  0.05
../datasets_2/cocomo81.arff  R2 Score                  -5.81594       1  0.05
../datasets_2/cocomo81.arff  MAE                      603.003         1  0.1
../datasets_2/cocomo81.arff  Median Absolute Error    238.273         1  0.1
../datasets_2/cocomo81.arff  RMSE                    1288.06          1  0.1
../datasets_2/cocomo81.arff  R2 Score                  -6.41296       1  0.1
../datasets_2/cocomo81.arff  MAE                      582.985         1  0.15
../datasets_2/cocomo81.arff  Median Absolute Error    213.274         1  0.15
../datasets_2/cocomo81.arff  RMSE                    1283.7           1  0.15
../datasets_2/cocomo81.arff  R2 Score                  -6.36294       1  0.15
../datasets_2/cocomo81.arff  MAE                      569.699         1  0.2
../datasets_2/cocomo81.arff  Median Absolute Error    220.789         1  0.2
../datasets_2/cocomo81.arff  RMSE                    1293.46          1  0.2
../datasets_2/cocomo81.arff  R2 Score                  -6.4753        1  0.2
../datasets_2/cocomo81.arff  MAE                      598.152         1  0.25
../datasets_2/cocomo81.arff  Median Absolute Error    271.31          1  0.25
../datasets_2/cocomo81.arff  RMSE                    1316.52          1  0.25
../datasets_2/cocomo81.arff  R2 Score                  -6.74418       1  0.25
../datasets_2/cocomo81.arff  MAE                      239.404         2  0.05
../datasets_2/cocomo81.arff  Median Absolute Error    172.407         2  0.05
../datasets_2/cocomo81.arff  RMSE                     339.963         2  0.05
../datasets_2/cocomo81.arff  R2 Score                   0.4836        2  0.05
../datasets_2/cocomo81.arff  MAE                      236.816         2  0.1
../datasets_2/cocomo81.arff  Median Absolute Error    199.555         2  0.1
../datasets_2/cocomo81.arff  RMSE                     308.294         2  0.1
../datasets_2/cocomo81.arff  R2 Score                   0.575328      2  0.1
../datasets_2/cocomo81.arff  MAE                      222.816         2  0.15
../datasets_2/cocomo81.arff  Median Absolute Error    168.862         2  0.15
../datasets_2/cocomo81.arff  RMSE                     300.016         2  0.15
../datasets_2/cocomo81.arff  R2 Score                   0.597828      2  0.15
../datasets_2/cocomo81.arff  MAE                      206.57          2  0.2
../datasets_2/cocomo81.arff  Median Absolute Error    155.811         2  0.2
../datasets_2/cocomo81.arff  RMSE                     272.373         2  0.2
../datasets_2/cocomo81.arff  R2 Score                   0.668526      2  0.2
../datasets_2/cocomo81.arff  MAE                      144.067         2  0.25
../datasets_2/cocomo81.arff  Median Absolute Error    131.466         2  0.25
../datasets_2/cocomo81.arff  RMSE                     186.423         2  0.25
../datasets_2/cocomo81.arff  R2 Score                   0.844717      2  0.25
../datasets_2/cocomo81.arff  MAE                      174.309         3  0.05
../datasets_2/cocomo81.arff  Median Absolute Error    138.921         3  0.05
../datasets_2/cocomo81.arff  RMSE                     237.838         3  0.05
../datasets_2/cocomo81.arff  R2 Score                   0.747255      3  0.05
../datasets_2/cocomo81.arff  MAE                      153.675         3  0.1
../datasets_2/cocomo81.arff  Median Absolute Error     72.972         3  0.1
../datasets_2/cocomo81.arff  RMSE                     231.297         3  0.1
../datasets_2/cocomo81.arff  R2 Score                   0.760964      3  0.1
../datasets_2/cocomo81.arff  MAE                      169.101         3  0.15
../datasets_2/cocomo81.arff  Median Absolute Error     97.0536        3  0.15
../datasets_2/cocomo81.arff  RMSE                     230.859         3  0.15
../datasets_2/cocomo81.arff  R2 Score                   0.761868      3  0.15
../datasets_2/cocomo81.arff  MAE                      212.833         3  0.2
../datasets_2/cocomo81.arff  Median Absolute Error    159.725         3  0.2
../datasets_2/cocomo81.arff  RMSE                     311.085         3  0.2
../datasets_2/cocomo81.arff  R2 Score                   0.567605      3  0.2
../datasets_2/cocomo81.arff  MAE                      181.563         3  0.25
../datasets_2/cocomo81.arff  Median Absolute Error    172.406         3  0.25
../datasets_2/cocomo81.arff  RMSE                     236.196         3  0.25
../datasets_2/cocomo81.arff  R2 Score                   0.750732      3  0.25
../datasets_2/cocomo81.arff  MAE                      176.341         4  0.05
../datasets_2/cocomo81.arff  Median Absolute Error     82.7695        4  0.05
../datasets_2/cocomo81.arff  RMSE                     243.63          4  0.05
../datasets_2/cocomo81.arff  R2 Score                   0.734793      4  0.05
../datasets_2/cocomo81.arff  MAE                      195.9           4  0.1
../datasets_2/cocomo81.arff  Median Absolute Error    206.179         4  0.1
../datasets_2/cocomo81.arff  RMSE                     243.411         4  0.1
../datasets_2/cocomo81.arff  R2 Score                   0.735271      4  0.1
../datasets_2/cocomo81.arff  MAE                      159.903         4  0.15
../datasets_2/cocomo81.arff  Median Absolute Error    144.576         4  0.15
../datasets_2/cocomo81.arff  RMSE                     204.178         4  0.15
../datasets_2/cocomo81.arff  R2 Score                   0.813731      4  0.15
../datasets_2/cocomo81.arff  MAE                      185.962         4  0.2
../datasets_2/cocomo81.arff  Median Absolute Error    155.133         4  0.2
../datasets_2/cocomo81.arff  RMSE                     245.441         4  0.2
../datasets_2/cocomo81.arff  R2 Score                   0.730836      4  0.2
../datasets_2/cocomo81.arff  MAE                      182.768         4  0.25
../datasets_2/cocomo81.arff  Median Absolute Error    122.251         4  0.25
../datasets_2/cocomo81.arff  RMSE                     249.857         4  0.25
../datasets_2/cocomo81.arff  R2 Score                   0.721064      4  0.25
../datasets_2/cocomo81.arff  MAE                      168.47          5  0.05
../datasets_2/cocomo81.arff  Median Absolute Error    105.108         5  0.05
../datasets_2/cocomo81.arff  RMSE                     227.158         5  0.05
../datasets_2/cocomo81.arff  R2 Score                   0.769443      5  0.05
../datasets_2/cocomo81.arff  MAE                      196.022         5  0.1
../datasets_2/cocomo81.arff  Median Absolute Error    144.479         5  0.1
../datasets_2/cocomo81.arff  RMSE                     248.12          5  0.1
../datasets_2/cocomo81.arff  R2 Score                   0.724929      5  0.1
../datasets_2/cocomo81.arff  MAE                      157.09          5  0.15
../datasets_2/cocomo81.arff  Median Absolute Error    111.958         5  0.15
../datasets_2/cocomo81.arff  RMSE                     219.314         5  0.15
../datasets_2/cocomo81.arff  R2 Score                   0.785091      5  0.15
../datasets_2/cocomo81.arff  MAE                      191.637         5  0.2
../datasets_2/cocomo81.arff  Median Absolute Error    113.294         5  0.2
../datasets_2/cocomo81.arff  RMSE                     252.2           5  0.2
../datasets_2/cocomo81.arff  R2 Score                   0.715808      5  0.2
