Dataset                      Metric                   Metric Value    d    n
../datasets_2/cocomo81.arff  Median Absolute Error    118             7   17
../datasets_2/cocomo81.arff  RMSE                     595.224         7   17
../datasets_2/cocomo81.arff  R2 Score                  -0.146487      7   17
../datasets_2/cocomo81.arff  MAE                      337.289         7   18
../datasets_2/cocomo81.arff  Median Absolute Error    118             7   18
../datasets_2/cocomo81.arff  RMSE                     636.208         7   18
../datasets_2/cocomo81.arff  R2 Score                  -0.309804      7   18
../datasets_2/cocomo81.arff  MAE                      339.115         7   19
../datasets_2/cocomo81.arff  Median Absolute Error     61.25          7   19
../datasets_2/cocomo81.arff  RMSE                     613.296         7   19
../datasets_2/cocomo81.arff  R2 Score                  -0.217162      7   19
../datasets_2/cocomo81.arff  MAE                      303.442         7   20
../datasets_2/cocomo81.arff  Median Absolute Error    118             7   20
../datasets_2/cocomo81.arff  RMSE                     599.206         7   20
../datasets_2/cocomo81.arff  R2 Score                  -0.161878      7   20
../datasets_2/cocomo81.arff  MAE                      359.624         8   11
../datasets_2/cocomo81.arff  Median Absolute Error     56.4148        8   11
../datasets_2/cocomo81.arff  RMSE                     648.004         8   11
../datasets_2/cocomo81.arff  R2 Score                  -0.358826      8   11
../datasets_2/cocomo81.arff  MAE                      378.025         8   12
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         8   12
../datasets_2/cocomo81.arff  RMSE                     655.429         8   12
../datasets_2/cocomo81.arff  R2 Score                  -0.390141      8   12
../datasets_2/cocomo81.arff  MAE                      333.443         8   13
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         8   13
../datasets_2/cocomo81.arff  RMSE                     605.763         8   13
../datasets_2/cocomo81.arff  R2 Score                  -0.187446      8   13
../datasets_2/cocomo81.arff  MAE                      307.763         8   14
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         8   14
../datasets_2/cocomo81.arff  RMSE                     592.805         8   14
../datasets_2/cocomo81.arff  R2 Score                  -0.137188      8   14
../datasets_2/cocomo81.arff  MAE                      302.289         8   15
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         8   15
../datasets_2/cocomo81.arff  RMSE                     591.344         8   15
../datasets_2/cocomo81.arff  R2 Score                  -0.131587      8   15
../datasets_2/cocomo81.arff  MAE                      318.712         8   16
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         8   16
../datasets_2/cocomo81.arff  RMSE                     603.435         8   16
../datasets_2/cocomo81.arff  R2 Score                  -0.178337      8   16
../datasets_2/cocomo81.arff  MAE                      344.154         8   17
../datasets_2/cocomo81.arff  Median Absolute Error     61.25          8   17
../datasets_2/cocomo81.arff  RMSE                     623.575         8   17
../datasets_2/cocomo81.arff  R2 Score                  -0.258305      8   17
../datasets_2/cocomo81.arff  MAE                      350.462         8   18
../datasets_2/cocomo81.arff  Median Absolute Error     61.25          8   18
../datasets_2/cocomo81.arff  RMSE                     627.377         8   18
../datasets_2/cocomo81.arff  R2 Score                  -0.273695      8   18
../datasets_2/cocomo81.arff  MAE                      323.923         8   19
../datasets_2/cocomo81.arff  Median Absolute Error    118             8   19
../datasets_2/cocomo81.arff  RMSE                     605.408         8   19
../datasets_2/cocomo81.arff  R2 Score                  -0.186056      8   19
../datasets_2/cocomo81.arff  MAE                      361.865         8   20
../datasets_2/cocomo81.arff  Median Absolute Error    118             8   20
../datasets_2/cocomo81.arff  RMSE                     649.464         8   20
../datasets_2/cocomo81.arff  R2 Score                  -0.364953      8   20
../datasets_2/cocomo81.arff  MAE                      323.932         9   11
../datasets_2/cocomo81.arff  Median Absolute Error     56.4148        9   11
../datasets_2/cocomo81.arff  RMSE                     607.816         9   11
../datasets_2/cocomo81.arff  R2 Score                  -0.195509      9   11
../datasets_2/cocomo81.arff  MAE                      356.557         9   12
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         9   12
../datasets_2/cocomo81.arff  RMSE                     644.422         9   12
../datasets_2/cocomo81.arff  R2 Score                  -0.343845      9   12
../datasets_2/cocomo81.arff  MAE                      333.443         9   13
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         9   13
../datasets_2/cocomo81.arff  RMSE                     605.763         9   13
../datasets_2/cocomo81.arff  R2 Score                  -0.187446      9   13
../datasets_2/cocomo81.arff  MAE                      343.456         9   14
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         9   14
../datasets_2/cocomo81.arff  RMSE                     633.946         9   14
../datasets_2/cocomo81.arff  R2 Score                  -0.300505      9   14
../datasets_2/cocomo81.arff  MAE                      337.981         9   15
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         9   15
../datasets_2/cocomo81.arff  RMSE                     632.579         9   15
../datasets_2/cocomo81.arff  R2 Score                  -0.294904      9   15
../datasets_2/cocomo81.arff  MAE                      302.289         9   16
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         9   16
../datasets_2/cocomo81.arff  RMSE                     597.163         9   16
../datasets_2/cocomo81.arff  R2 Score                  -0.15397       9   16
../datasets_2/cocomo81.arff  MAE                      339.52          9   17
../datasets_2/cocomo81.arff  Median Absolute Error     61.25          9   17
../datasets_2/cocomo81.arff  RMSE                     613.343         9   17
../datasets_2/cocomo81.arff  R2 Score                  -0.21735       9   17
../datasets_2/cocomo81.arff  MAE                      360.02          9   18
../datasets_2/cocomo81.arff  Median Absolute Error    118             9   18
../datasets_2/cocomo81.arff  RMSE                     645.791         9   18
../datasets_2/cocomo81.arff  R2 Score                  -0.349562      9   18
../datasets_2/cocomo81.arff  MAE                      334.865         9   19
../datasets_2/cocomo81.arff  Median Absolute Error    118             9   19
../datasets_2/cocomo81.arff  RMSE                     619.622         9   19
../datasets_2/cocomo81.arff  R2 Score                  -0.242401      9   19
../datasets_2/cocomo81.arff  MAE                      321.75          9   20
../datasets_2/cocomo81.arff  Median Absolute Error    118             9   20
../datasets_2/cocomo81.arff  RMSE                     603.88          9   20
../datasets_2/cocomo81.arff  R2 Score                  -0.180073      9   20
../datasets_2/cocomo81.arff  MAE                      323.932        10   11
../datasets_2/cocomo81.arff  Median Absolute Error     56.4148       10   11
../datasets_2/cocomo81.arff  RMSE                     607.816        10   11
../datasets_2/cocomo81.arff  R2 Score                  -0.195509     10   11
../datasets_2/cocomo81.arff  MAE                      356.557        10   12
../datasets_2/cocomo81.arff  Median Absolute Error    105.667        10   12
../datasets_2/cocomo81.arff  RMSE                     644.422        10   12
../datasets_2/cocomo81.arff  R2 Score                  -0.343845     10   12
../datasets_2/cocomo81.arff  MAE                      311.975        10   13
../datasets_2/cocomo81.arff  Median Absolute Error    105.667        10   13
../datasets_2/cocomo81.arff  RMSE                     593.837        10   13
../datasets_2/cocomo81.arff  R2 Score                  -0.14115      10   13
../datasets_2/cocomo81.arff  MAE                      307.763        10   14
../datasets_2/cocomo81.arff  Median Absolute Error    105.667        10   14
../datasets_2/cocomo81.arff  RMSE                     592.805        10   14
../datasets_2/cocomo81.arff  R2 Score                  -0.137188     10   14
../datasets_2/cocomo81.arff  MAE                      318.712        10   15
../datasets_2/cocomo81.arff  Median Absolute Error    105.667        10   15
../datasets_2/cocomo81.arff  RMSE                     597.677        10   15
../datasets_2/cocomo81.arff  R2 Score                  -0.155954     10   15
../datasets_2/cocomo81.arff  MAE                      349.77         10   16
../datasets_2/cocomo81.arff  Median Absolute Error    105.667        10   16
../datasets_2/cocomo81.arff  RMSE                     633.993        10   16
../datasets_2/cocomo81.arff  R2 Score                  -0.300699     10   16
../datasets_2/cocomo81.arff  MAE                      370.962        10   17
../datasets_2/cocomo81.arff  Median Absolute Error    118            10   17
../datasets_2/cocomo81.arff  RMSE                     659.135        10   17
../datasets_2/cocomo81.arff  R2 Score                  -0.405907     10   17
../datasets_2/cocomo81.arff  MAE                      335.27         10   18
../datasets_2/cocomo81.arff  Median Absolute Error    118            10   18
../datasets_2/cocomo81.arff  RMSE                     619.669        10   18
../datasets_2/cocomo81.arff  R2 Score                  -0.242589     10   18
../datasets_2/cocomo81.arff  MAE                      314.365        10   19
../datasets_2/cocomo81.arff  Median Absolute Error     61.25         10   19
